customer_id,customer_name,gender,age,city,state,annual_income,signup_date,loyalty_status,days_since_signup,days_since_last_purchase,transaction_id,transaction_date,store_id,store_type,payment_method,total_items,total_sales_per_transaction,total_profit_per_transaction,total_cost,product_id,product_name,category,unit_price,quantity,satisfaction_score,store_sales,store_profit,daily_footfall,purchase_frequency,total_items_bought,cumulative_spending,cumulative_cost,average_order_value
CUST00603,Ranbir Kade,Male,43,Thoubal,Manipur,732837,01-04-2022,Regular,1059,40,TRANS07796,26-07-2024,STORE0012,Online,Debit Card,1,5500,1100,4400,PROD0018,Nilkamal Chair Set,Furniture,5500,1,5,169300,31149,352,30,82,1617400,1336784,53913.33
CUST00205,Wazir Mishra,Male,21,Thoubal,Manipur,732837,14-01-2020,Regular,1867,28,TRANS03562,03-12-2024,STORE0049,Online,UPI,2,48000,7200,40800,PROD0016,Godrej Interio Sofa,Furniture,24000,2,5,565360,95080.5,125,31,90,1311200,1072577,42296.77
CUST01076,Rayaan Sengupta,Male,43,Nainital,Uttarakhand,368136,05-06-2020,Regular,1724,77,TRANS03010,23-01-2023,STORE0040,Online,Cash,4,6400,1600,4800,PROD0013,H&M Cotton Shirt,Clothing,1600,4,2,350490,66891.5,192,23,69,582800,480155,25339.13
CUST00364,Ikshita Biswas,Female,43,Jowai,Meghalaya,368136,13-12-2022,VIP,803,115,TRANS01528,21-05-2023,STORE0025,Online,UPI,1,27000,5400,21600,PROD0002,"Mi Smart TV 32""",Electronics,27000,1,5,105000,20905,308,19,44,672800,550855,35410.53
CUST01360,Teerth Krishnan,Male,28,Mokokchung,Nagaland,732837,10-11-2018,Regular,2297,1,TRANS01176,13-09-2022,STORE0044,Online,Wallet,1,4300,860,3440,PROD0012,Manyavar Kurta Set,Clothing,4300,1,5,109200,21860,207,31,90,1443300,1175347,46558.06
CUST00225,Ubika Jhaveri,Female,43,Tawang,Arunachal Pradesh,732837,01-06-2019,Regular,2094,15,TRANS06444,28-07-2023,STORE0015,Online,UPI,5,7500,1650,5850,PROD0035,Funskool Puzzle,Toys,1500,5,4,303000,57715,313,27,79,2013000,1660621,74555.56
CUST00228,Bimala Kapur,Female,21,Nainital,Uttarakhand,368136,22-02-2021,Regular,1462,5,TRANS00651,16-12-2022,STORE0037,Online,UPI,5,135000,27000,108000,PROD0002,"Mi Smart TV 32""",Electronics,27000,5,5,282550,56827,254,17,48,571000,466640,33588.24
CUST00977,Liam Gupta,Male,28,Bhilai,Chhattisgarh,732837,21-11-2020,VIP,1555,117,TRANS08371,05-09-2024,STORE0032,Online,UPI,4,120,42,78,PROD0008,Maggi Noodles 280g,Groceries,30,4,4,305520,47995,494,19,59,784520,650191,41290.53
CUST00208,George Sandhu,Male,21,Guwahati,Assam,732837,22-04-2022,Regular,1038,7,TRANS00639,10-09-2024,STORE0040,Online,UPI,4,22000,4400,17600,PROD0018,Nilkamal Chair Set,Furniture,5500,4,5,176800,31240,192,20,62,1115180,920074,55759
CUST00342,Mekhala Hegde,Female,28,Faridabad,Haryana,732837,09-07-2020,Regular,1690,36,TRANS08155,25-08-2023,STORE0016,Online,UPI,1,27000,5400,21600,PROD0002,"Mi Smart TV 32""",Electronics,27000,1,5,93150,18367.5,489,28,86,1431800,1187617,51135.71
CUST01005,Qasim Kamdar,Male,28,Mangalore,Karnataka,368136,05-09-2018,Regular,2363,0,TRANS08303,15-06-2022,STORE0031,Online,Credit Card,1,6500,1170,5330,PROD0014,Raymond Suit,Clothing,6500,1,4,250500,40210,281,27,86,1097950,899217,40664.81
CUST00877,Widisha Shan,Female,43,Panipat,Haryana,368136,02-01-2023,VIP,783,164,TRANS03169,19-05-2021,STORE0015,Online,Cash,3,60000,10200,49800,PROD0019,Urban Ladder Bed,Furniture,20000,3,2,62000,10725,313,31,91,1599280,1324396,51589.68
CUST00036,Abdul Dasgupta,Male,43,Dimapur,Nagaland,4761065,24-05-2018,Regular,2467,88,TRANS06206,25-10-2022,STORE0021,Online,UPI,5,175000,31500,143500,PROD0017,Pepperfry Dining Set,Furniture,35000,5,5,592400,107500,282,18,95,1785400,1470768,99188.89
CUST00933,Warda Keer,Female,28,Vasco da Gama,Goa,368136,25-09-2024,Regular,151,79,TRANS04919,11-05-2023,STORE0004,Online,Cash,5,200000,30000,170000,PROD0001,"Samsung LED TV 40""",Electronics,40000,5,3,380000,66390,469,24,83,1716100,1412826,71504.17
CUST00884,Tripti Anne,Female,21,Varanasi,Uttar Pradesh,732837,12-08-2022,Regular,926,13,TRANS07413,24-06-2023,STORE0002,Online,Cash,4,22000,4400,17600,PROD0018,Nilkamal Chair Set,Furniture,5500,4,4,182200,34916,160,24,71,1405000,1164265,58541.67
CUST00003,Kiaan Randhawa,Male,21,Dharamshala,Himachal Pradesh,732837,13-04-2021,Regular,1412,28,TRANS02131,13-02-2023,STORE0017,Online,UPI,5,150,52.5,97.5,PROD0008,Maggi Noodles 280g,Groceries,30,5,4,127150,22072.5,210,26,89,959850,784145.5,36917.31
CUST01417,Barkha Parsa,Female,43,Bikaner,Rajasthan,368136,07-06-2022,Regular,992,2,TRANS07903,07-04-2022,STORE0015,Online,UPI,4,6400,1600,4800,PROD0013,H&M Cotton Shirt,Clothing,1600,4,5,631300,116630,313,21,65,1194700,976360,56890.48
CUST01396,Ishani Agrawal,Female,21,Dimapur,Nagaland,368136,20-12-2018,Regular,2257,26,TRANS02206,26-06-2021,STORE0008,Online,Cash,3,24000,4320,19680,PROD0027,LG Microwave Oven,Appliances,8000,3,4,94300,18780,103,24,78,905800,735015,37741.67
CUST00226,Janani Baria,Female,28,Sambalpur,Odisha,732837,07-07-2020,Regular,1692,44,TRANS08186,07-01-2023,STORE0005,Online,UPI,4,140000,25200,114800,PROD0017,Pepperfry Dining Set,Furniture,35000,4,5,396500,66565,247,23,78,665700,549904,28943.48
CUST00719,Hemangini Chana,Female,21,Bokaro,Jharkhand,732837,21-12-2020,Regular,1525,20,TRANS06544,14-10-2023,STORE0018,Online,UPI,3,7500,1875,5625,PROD0003,boAt Rockerz Headphones,Electronics,2500,3,4,163000,31785,439,34,93,1654600,1357448,48664.71
CUST00626,Raagini Vaidya,Female,53,Khammam,Telangana,368136,06-02-2020,Regular,1844,64,TRANS07907,20-06-2024,STORE0011,Online,UPI,1,5500,1100,4400,PROD0018,Nilkamal Chair Set,Furniture,5500,1,5,447500,81665,466,34,101,1914300,1582124,56302.94
CUST00342,Mekhala Hegde,Female,28,Faridabad,Haryana,732837,09-07-2020,Regular,1690,36,TRANS00428,26-05-2021,STORE0011,Online,Cash,5,200000,30000,170000,PROD0001,"Samsung LED TV 40""",Electronics,40000,5,2,255000,41050,466,28,86,1431800,1187617,51135.71
CUST00343,Amara Balan,Female,28,Tirupati,Andhra Pradesh,4761065,12-12-2021,VIP,1169,94,TRANS04864,18-04-2022,STORE0032,Online,UPI,2,13000,2340,10660,PROD0014,Raymond Suit,Clothing,6500,2,4,527500,89370,494,23,119,1790500,1483549,77847.83
CUST00464,Samesh Din,Male,43,Bokaro,Jharkhand,368136,05-01-2024,Regular,415,38,TRANS07957,11-03-2023,STORE0005,Online,Wallet,1,13000,2080,10920,PROD0020,IKEA Bookshelf,Furniture,13000,1,3,116600,21015,247,23,66,1020060,845073,44350.43
CUST00435,Jack Soni,Male,28,Jowai,Meghalaya,732837,01-03-2020,Regular,1820,21,TRANS06306,31-12-2023,STORE0026,Online,UPI,4,100000,15000,85000,PROD0028,Bajaj Water Heater,Appliances,25000,4,4,442400,75910,104,27,68,1158700,962422,42914.81
CUST00559,Dominic Choudhary,Male,43,Udaipur,Tripura,368136,25-06-2020,At Risk,1704,204,TRANS00579,08-04-2024,STORE0022,Online,UPI,3,1500,375,1125,PROD0006,Aashirvaad Atta 10kg,Groceries,500,3,5,240200,46651,385,20,65,682840,553163,34142
CUST01433,Kevin Rattan,Male,28,Hyderabad,Telangana,4761065,24-04-2019,Regular,2132,11,TRANS02972,15-02-2022,STORE0004,Online,UPI,6,150000,22500,127500,PROD0028,Bajaj Water Heater,Appliances,25000,6,5,424700,74561,469,27,147,2189700,1800504,81100
CUST00007,Bakhshi Wagle,Male,43,Port Blair,Andaman and Nicobar Islands,732837,09-06-2023,VIP,625,102,TRANS09172,20-09-2024,STORE0004,Online,UPI,4,80000,13600,66400,PROD0019,Urban Ladder Bed,Furniture,20000,4,4,268000,42900,469,23,76,1224700,1016120,53247.83
CUST00723,Kalpit Rout,Male,28,Rishikesh,Uttarakhand,732837,15-12-2018,VIP,2262,150,TRANS04965,03-06-2024,STORE0003,Online,UPI,5,32500,5850,26650,PROD0014,Raymond Suit,Clothing,6500,5,4,581060,90833,289,30,85,1190800,970930,39693.33
CUST00309,Bishakha Samra,Female,21,Kanpur,Uttar Pradesh,368136,17-07-2024,Regular,221,27,TRANS09309,04-02-2024,STORE0011,Online,Cash,1,8000,1600,6400,PROD0015,Biba Salwar Suit,Clothing,8000,1,4,8000,1600,466,22,65,1088370,904105.5,49471.36
CUST00343,Amara Balan,Female,28,Tirupati,Andhra Pradesh,4761065,12-12-2021,VIP,1169,94,TRANS02586,06-11-2023,STORE0034,Online,UPI,7,140000,23800,116200,PROD0019,Urban Ladder Bed,Furniture,20000,7,4,155600,27370,312,23,119,1790500,1483549,77847.83
CUST00546,Yashica Garg,Female,21,Namchi,Sikkim,368136,28-11-2022,Regular,818,28,TRANS07300,13-02-2021,STORE0045,Physical,Cash,4,248000,44640,203360,PROD0004,"LG Smart TV 55""",Electronics,62000,4,1,423000,76140,495,18,59,1228050,1016587.5,68225
CUST00681,Nachiket Butala,Male,53,Udaipur,Rajasthan,732837,20-01-2024,Regular,400,4,TRANS08082,28-10-2024,STORE0002,Online,UPI,4,80000,13600,66400,PROD0019,Urban Ladder Bed,Furniture,20000,4,4,341000,62030,160,24,81,1323200,1089180,55133.33
CUST00342,Mekhala Hegde,Female,28,Faridabad,Haryana,732837,09-07-2020,Regular,1690,36,TRANS02012,25-11-2024,STORE0043,Online,UPI,4,96000,14400,81600,PROD0016,Godrej Interio Sofa,Furniture,24000,4,5,536300,94190,401,28,86,1431800,1187617,51135.71
CUST00646,Radhika Patel,Female,28,Bishnupur,Manipur,4761065,19-03-2019,At Risk,2168,249,TRANS05958,22-12-2022,STORE0043,Online,Cash,2,5000,1250,3750,PROD0003,boAt Rockerz Headphones,Electronics,2500,2,3,241000,40490,401,27,128,2438960,2022652,90331.85
CUST00493,Azad Chakraborty,Male,21,Ujjain,Madhya Pradesh,4761065,13-12-2021,Regular,1168,30,TRANS00425,11-04-2022,STORE0003,Online,UPI,4,160000,24000,136000,PROD0001,"Samsung LED TV 40""",Electronics,40000,4,5,596400,95005,289,32,141,2219330,1827004.5,69354.06
CUST00565,Aadi Jaggi,Male,43,Nainital,Uttarakhand,368136,23-08-2020,At Risk,1645,349,TRANS01219,27-04-2021,STORE0011,Online,Cash,1,8000,1440,6560,PROD0027,LG Microwave Oven,Appliances,8000,1,3,654220,121331,466,25,79,1029900,848540,41196
CUST01275,Andrew Halder,Male,28,Solan,Himachal Pradesh,4761065,24-12-2021,Regular,1157,29,TRANS02791,18-05-2024,STORE0035,Physical,UPI,6,15000,3300,11700,PROD0011,Levi’s Men’s Jeans,Clothing,2500,6,4,15000,3300,153,27,143,1811600,1477157,67096.3
CUST01162,Wridesh Rai,Male,53,Solan,Himachal Pradesh,368136,06-07-2019,VIP,2059,114,TRANS03686,08-09-2024,STORE0005,Online,Debit Card,4,22000,4400,17600,PROD0018,Nilkamal Chair Set,Furniture,5500,4,4,256600,43300,247,21,57,640360,521182,30493.33
CUST00626,Raagini Vaidya,Female,53,Khammam,Telangana,368136,06-02-2020,Regular,1844,64,TRANS08143,28-03-2022,STORE0026,Online,Debit Card,3,4800,1200,3600,PROD0013,H&M Cotton Shirt,Clothing,1600,3,3,71100,14909,104,34,101,1914300,1582124,56302.94
CUST00207,Yamini Agrawal,Female,43,Alappuzha,Kerala,732837,27-06-2020,Regular,1702,39,TRANS00509,15-12-2023,STORE0031,Online,Cash,4,22000,4400,17600,PROD0018,Nilkamal Chair Set,Furniture,5500,4,2,89900,15242,281,25,72,828770,683977.5,33150.8
CUST01435,Vamakshi Kunda,Female,28,Dharmanagar,Tripura,368136,22-05-2019,VIP,2104,120,TRANS08304,22-04-2023,STORE0050,Online,UPI,5,8000,2000,6000,PROD0013,H&M Cotton Shirt,Clothing,1600,5,5,300000,53220,286,19,54,905700,754700,47668.42
CUST00927,Girik Sahota,Male,43,Mumbai,Maharashtra,732837,27-12-2022,Regular,789,12,TRANS04158,18-04-2022,STORE0018,Online,UPI,5,15000,3300,11700,PROD0029,Havells Mixer Grinder,Appliances,3000,5,5,91900,16300,439,23,71,521020,428570,22653.04
CUST00398,Zilmil Char,Female,28,Rourkela,Odisha,732837,02-04-2024,Regular,327,47,TRANS04610,15-03-2021,STORE0044,Online,UPI,3,39000,6240,32760,PROD0020,IKEA Bookshelf,Furniture,13000,3,5,169200,32810,207,34,114,1767450,1455488,51983.82
CUST00384,Triveni Deep,Female,28,Bhopal,Madhya Pradesh,4761065,01-08-2018,Regular,2398,55,TRANS03854,19-10-2023,STORE0023,Online,Debit Card,4,140000,25200,114800,PROD0017,Pepperfry Dining Set,Furniture,35000,4,4,206400,37840,128,30,146,3123050,2566002,104101.67
CUST00813,Dhriti Peri,Female,43,Ahmedabad,Gujarat,732837,13-03-2022,VIP,1078,113,TRANS06304,03-05-2021,STORE0037,Online,Credit Card,3,7500,1875,5625,PROD0003,boAt Rockerz Headphones,Electronics,2500,3,5,799600,149110,254,26,81,1174590,956688.5,45176.54
CUST00971,Bhavya Bhavsar,Female,21,Gandhinagar,Gujarat,368136,18-01-2019,Regular,2228,36,TRANS00296,01-04-2021,STORE0037,Online,Credit Card,5,120000,18000,102000,PROD0016,Godrej Interio Sofa,Furniture,24000,5,5,208400,35538,254,29,78,1025790,855843,35372.07
CUST00417,Brijesh Chaudhry,Male,21,Ambala,Haryana,368136,17-04-2024,VIP,312,103,TRANS02881,06-03-2021,STORE0034,Online,Debit Card,3,4800,1200,3600,PROD0013,H&M Cotton Shirt,Clothing,1600,3,3,324010,61363,312,26,88,1710300,1404475,65780.77
CUST00380,Neel Mann,Male,21,Haldwani,Uttarakhand,368136,07-12-2019,Regular,1905,36,TRANS07008,22-06-2022,STORE0018,Online,UPI,5,27500,5500,22000,PROD0018,Nilkamal Chair Set,Furniture,5500,5,5,304200,54290,439,16,36,420740,349388,26296.25
CUST00020,Vanya Subramanian,Female,21,Visakhapatnam,Andhra Pradesh,732837,13-05-2019,Regular,2113,8,TRANS09806,26-05-2023,STORE0004,Online,UPI,1,27000,5400,21600,PROD0002,"Mi Smart TV 32""",Electronics,27000,1,4,380000,66390,469,32,109,1774000,1463465,55437.5
CUST01417,Barkha Parsa,Female,43,Bikaner,Rajasthan,368136,07-06-2022,Regular,992,2,TRANS01995,01-01-2024,STORE0022,Online,UPI,2,16000,3200,12800,PROD0015,Biba Salwar Suit,Clothing,8000,2,5,143900,25420,385,21,65,1194700,976360,56890.48
CUST00135,Pahal Chad,Female,28,Jorhat,Assam,4761065,13-05-2020,Regular,1747,50,TRANS02581,28-09-2021,STORE0023,Online,Cash,5,40000,7200,32800,PROD0027,LG Microwave Oven,Appliances,8000,5,3,77360,16180,128,24,120,2008400,1651935,83683.33
CUST00565,Aadi Jaggi,Male,43,Nainital,Uttarakhand,368136,23-08-2020,At Risk,1645,349,TRANS03174,17-01-2024,STORE0040,Online,UPI,2,5000,1250,3750,PROD0030,Prestige Induction,Appliances,2500,2,4,175550,30725,192,25,79,1029900,848540,41196
CUST00464,Samesh Din,Male,43,Bokaro,Jharkhand,368136,05-01-2024,Regular,415,38,TRANS01802,30-08-2024,STORE0001,Online,UPI,2,60,21,39,PROD0008,Maggi Noodles 280g,Groceries,30,2,5,87860,15611,393,23,66,1020060,845073,44350.43
CUST01467,Janani Sodhi,Female,28,Siliguri,West Bengal,368136,24-09-2021,Regular,1248,11,TRANS02176,02-01-2022,STORE0002,Online,Cash,1,1500,330,1170,PROD0025,Maybelline Lipstick,Beauty,1500,1,4,614200,102995,160,29,89,1396000,1143235,48137.93
CUST00626,Raagini Vaidya,Female,53,Khammam,Telangana,368136,06-02-2020,Regular,1844,64,TRANS03164,11-09-2023,STORE0018,Online,UPI,5,40000,8000,32000,PROD0015,Biba Salwar Suit,Clothing,8000,5,4,70000,14900,439,34,101,1914300,1582124,56302.94
CUST00805,Urmi Nori,Female,21,Bishnupur,Manipur,732837,22-08-2021,Regular,1281,2,TRANS07279,03-06-2024,STORE0005,Online,UPI,1,4000,800,3200,PROD0026,Philips Air Fryer,Appliances,4000,1,4,341900,59450,247,32,101,1611420,1329611,50356.88
CUST00805,Urmi Nori,Female,21,Bishnupur,Manipur,732837,22-08-2021,Regular,1281,2,TRANS08050,16-06-2022,STORE0011,Online,Cash,5,135000,27000,108000,PROD0002,"Mi Smart TV 32""",Electronics,27000,5,2,507000,93960,466,32,101,1611420,1329611,50356.88
CUST00721,Faris Munshi,Male,43,Tezpur,Assam,4761065,22-04-2023,Regular,673,89,TRANS06225,22-04-2022,STORE0003,Online,UPI,6,144000,21600,122400,PROD0016,Godrej Interio Sofa,Furniture,24000,6,5,596400,95005,289,31,135,1697400,1389347,54754.84
CUST01360,Teerth Krishnan,Male,28,Mokokchung,Nagaland,732837,10-11-2018,Regular,2297,1,TRANS07238,12-10-2022,STORE0019,Online,Wallet,4,108000,21600,86400,PROD0002,"Mi Smart TV 32""",Electronics,27000,4,3,235700,46110,209,31,90,1443300,1175347,46558.06
CUST01271,Urmi Memon,Female,28,Mumbai,Maharashtra,732837,11-07-2023,Regular,593,29,TRANS04305,03-02-2021,STORE0034,Online,Debit Card,5,310000,55800,254200,PROD0004,"LG Smart TV 55""",Electronics,62000,5,5,535600,91416,312,21,65,1212310,1002882,57729.05
CUST01275,Andrew Halder,Male,28,Solan,Himachal Pradesh,4761065,24-12-2021,Regular,1157,29,TRANS09712,12-08-2021,STORE0044,Online,Cash,7,3500,875,2625,PROD0006,Aashirvaad Atta 10kg,Groceries,500,7,4,842000,153545,207,27,143,1811600,1477157,67096.3
CUST01222,Anay Master,Male,28,Khammam,Telangana,732837,21-10-2023,At Risk,491,193,TRANS07455,14-03-2024,STORE0041,Online,UPI,4,80000,13600,66400,PROD0019,Urban Ladder Bed,Furniture,20000,4,4,303000,49380,266,24,68,679000,558265,28291.67
CUST00398,Zilmil Char,Female,28,Rourkela,Odisha,732837,02-04-2024,Regular,327,47,TRANS04951,20-02-2021,STORE0036,Online,UPI,3,81000,16200,64800,PROD0002,"Mi Smart TV 32""",Electronics,27000,3,5,312500,58025,449,34,114,1767450,1455488,51983.82
CUST00143,Agastya Gopal,Male,43,Shimla,Himachal Pradesh,732837,04-10-2023,VIP,508,94,TRANS00960,22-08-2023,STORE0025,Online,Debit Card,5,7500,1650,5850,PROD0035,Funskool Puzzle,Toys,1500,5,5,23000,4965,308,26,87,822300,671100,31626.92
